unit_id,name,namebase,height,radius,weight,stratum,sizeLabel,x,z
737,Mariane #5,Mariane,0.8087988,1.081416,0.9458575,1,XL,-6.535737,-17.90307
738,Alana #5,Alana,0.6573562,1.05661,0.7338889,0,L,-5.479897,-17.19363
739,Janiana #5,Janiana,1.103495,0.8620854,0.820108,3,L,-4.218193,-17.17866
740,Valéria #5,Valéria,1.007424,0.9296159,0.8706012,2,XL,-2.379202,-17.23365
741,Hermeto #5,Hermeto,0.7301304,0.4716128,0.1623946,0,XS,-1.37814,-17.36514
742,Zilah #5,Zilah,1.176028,0.6600958,0.5124267,4,M,-0.4183921,-17.39577
743,Hélcio #5,Hélcio,1.19051,0.7695566,0.7050406,4,L,1.394476,-17.80531
744,Guilherme #5,Guilherme,0.8549282,0.8295512,0.5883232,1,M,2.681726,-17.0216
745,Eliane #5,Eliane,0.6517081,0.8145618,0.4324154,0,M,3.882654,-17.96487
746,Maria #5,Maria,1.028411,0.4682557,0.2254928,3,XS,4.8761,-17.50404
747,Elias #5,Elias,1.033304,0.9186407,0.8720065,3,XL,6.100677,-17.71106
748,Vitoria #5,Vitoria,0.6013704,0.7808187,0.3666422,0,S,7.959876,-17.80481
749,Augusto #5,Augusto,1.059752,1.040955,1.148335,3,XL,8.944751,-17.56673
750,Daniel #5,Daniel,1.058403,1.00723,1.073763,3,XL,9.639089,-17.09074
751,Joana #5,Joana,1.224806,0.819223,0.8219995,4,L,11.00334,-17.45911
752,Daniela #5,Daniela,0.8066822,0.9742948,0.7657433,1,L,12.44219,-17.9051
753,Andrea #5,Andrea,1.291486,0.4184568,0.226147,4,XS,13.99747,-17.02152
754,Teresa #5,Teresa,0.6914912,0.8016804,0.4444156,0,M,14.65433,-17.93668
755,Patricia #5,Patricia,1.125798,1.010649,1.149903,3,XL,15.76585,-17.92521
756,Edivaldo #5,Edivaldo,0.6268418,0.9507198,0.5665824,0,M,17.60227,-17.71311
757,Diego #5,Diego,1.006822,0.7034881,0.4982719,2,M,18.7879,-17.55381
758,Paula #5,Paula,1.250738,0.5588893,0.3906771,4,S,19.82353,-17.79729
759,Brivaldo #5,Brivaldo,0.9251288,0.900842,0.750757,2,L,20.89255,-17.99802
760,Alexandre #5,Alexandre,1.208464,0.9813539,1.163818,4,XL,22.2007,-17.2064
761,Fúlvio #5,Fúlvio,0.8141451,0.5641575,0.259121,1,S,23.55111,-17.05145
762,Marcela #5,Marcela,1.166455,1.086608,1.377253,4,XL,24.56449,-17.92888
763,Amaury #5,Amaury,1.134563,0.834628,0.7903409,3,L,26.43213,-17.22104
764,Sandra #5,Sandra,1.198709,0.4262978,0.2178412,4,XS,27.87092,-17.90009
765,Eliana #5,Eliana,0.605431,1.075845,0.7007509,0,L,29.20971,-17.15403
766,Tito #5,Tito,0.8012533,1.09712,0.9644471,1,XL,29.66528,-17.26062
767,Rogéria #5,Rogéria,1.110915,0.7722238,0.6624715,3,L,31.26401,-17.59269
768,Thaysa #5,Thaysa,0.9101816,0.4896912,0.2182592,2,XS,32.19409,-17.08407
769,Bruno #5,Bruno,1.072642,0.540025,0.3128113,3,S,34.01886,-17.21743
770,Paulino #5,Paulino,0.9440932,0.850684,0.6832056,2,L,-33.77233,-16.15022
771,Arthur #5,Arthur,0.8693627,0.7160836,0.4457881,1,M,-32.31747,-16.4518
772,Lilian #5,Lilian,0.9964297,0.7720933,0.5939997,2,M,-31.40258,-16.34983
773,Leilani #5,Leilani,1.196732,0.4106985,0.2018568,4,XS,-29.50578,-15.84722
774,Adriana #5,Adriana,1.212852,0.6354037,0.4896741,4,M,-28.74391,-16.44008
775,Maria #5,Maria,0.6633483,0.7844424,0.4081912,0,S,-27.78133,-16.48553
776,Ticiana #5,Ticiana,0.9271756,0.853166,0.674884,2,L,-26.12199,-16.13869
777,Diogo #5,Diogo,0.906137,0.9316662,0.7865287,2,L,-25.39624,-16.11696
778,Liliane #5,Liliane,0.8068069,0.4436087,0.1587705,1,XS,-23.64165,-16.39597
779,Nicole #5,Nicole,0.9421459,0.6391542,0.3848837,2,S,-22.53883,-15.92928
780,Rafaela #5,Rafaela,0.8194302,1.004297,0.8264876,1,L,-21.57695,-16.5647
781,Heloá #5,Heloá,0.7381373,0.4619641,0.1575265,0,XS,-19.94517,-16.34952
782,Mateus #5,Mateus,0.7106867,0.5897401,0.2471721,0,XS,-19.20958,-16.42953
783,Eduarda #5,Eduarda,1.101315,0.710439,0.5558598,3,M,-17.30793,-15.82016
784,Everton #5,Everton,0.9045425,0.533507,0.2574597,2,S,-16.61762,-16.02237
785,Sara #5,Sara,1.187144,0.431276,0.2208077,4,XS,-14.63914,-15.94987
786,Raphael #5,Raphael,0.908572,0.8943493,0.7267311,2,L,-14.14527,-15.98587
787,Iona #5,Iona,0.9039993,0.8409398,0.63929,2,L,-12.586,-16.23443
788,João #5,João,1.225492,0.8734667,0.9349817,4,XL,-10.75355,-16.52658
789,William #5,William,0.872072,0.4040211,0.142351,1,XS,-10.43287,-16.39645
790,Davi #5,Davi,0.6716379,0.5438182,0.198629,0,XS,-8.796812,-16.60397
791,Giselle #5,Giselle,1.108045,0.9439626,0.9873409,3,XL,-7.083122,-15.9135
792,Sheila #5,Sheila,0.8773902,0.8685315,0.6618566,1,L,-5.83103,-16.47442
793,Juliene #5,Juliene,0.7592885,0.9081479,0.62621,1,L,-4.518056,-16.50775
794,Nivaldo #5,Nivaldo,0.6043541,0.6485066,0.2541677,0,XS,-3.505513,-16.26703
795,Vitória #5,Vitória,0.6063772,0.949308,0.5464585,0,M,-2.033805,-16.23207
796,Mauricio #5,Mauricio,1.214111,0.7578979,0.6973968,4,L,-1.323084,-16.71921
797,Giselle #5,Giselle,0.9237456,0.7174318,0.4754597,2,M,0.0411618,-16.3483
798,Ana #5,Ana,0.7022536,0.9407552,0.6215087,0,L,1.375289,-16.13875
799,Anderson #5,Anderson,1.03262,0.8946747,0.826553,3,L,2.074346,-16.09246
800,Zilá #5,Zilá,1.158248,0.5731282,0.3804564,3,S,3.617858,-15.99423
801,Joaquim #5,Joaquim,1.104857,0.479668,0.254207,3,XS,4.788011,-16.58998
802,Tania #5,Tania,1.092398,0.9230199,0.9306859,3,XL,5.967198,-16.73425
803,Caetano #5,Caetano,0.8022127,0.8005971,0.5141828,1,M,7.344444,-16.43837
804,José #5,José,0.7829311,1.053386,0.868758,1,XL,8.518731,-16.54908
805,Nicoli #5,Nicoli,0.8494561,1.01798,0.8802769,1,XL,9.874002,-15.82238
806,Julieta #5,Julieta,0.6961479,0.7524357,0.3941308,0,S,10.8795,-16.30127
807,Guilhermina #5,Guilhermina,0.6757748,0.6468981,0.2827963,0,S,12.62423,-16.45861
808,Leona #5,Leona,0.8090059,0.4426051,0.1584837,1,XS,13.93547,-16.00912
809,Rômulo #5,Rômulo,0.8959934,0.531507,0.2531178,2,XS,15.29671,-16.01113
810,Victória #5,Victória,0.7657933,0.5721639,0.250699,1,XS,16.07737,-16.0417
811,Uiara #5,Uiara,0.7760201,0.7582976,0.4462234,1,M,17.11282,-16.18809
812,Matias #5,Matias,0.9040675,0.6058314,0.3318214,2,S,18.59992,-16.06723
813,Etelvino #5,Etelvino,0.9122665,1.008866,0.9285148,2,XL,19.80117,-15.83859
814,Elivelton #5,Elivelton,1.225962,0.6969738,0.5955388,4,M,21.36841,-16.54605
815,Mathias #5,Mathias,0.60625,0.9842832,0.5873432,0,M,22.05177,-16.41726
816,Juliana #5,Juliana,0.6909773,1.046579,0.7568464,0,L,23.96717,-16.54808
817,Sheyla #5,Sheyla,1.229086,0.8145689,0.8155261,4,L,25.38879,-16.6991
818,André #5,André,0.6969871,0.7614968,0.404167,0,S,26.71407,-16.66053
819,Alexandra #5,Alexandra,0.9911004,0.8593054,0.7318342,2,L,27.67616,-16.13806
820,Thereza #5,Thereza,0.8831143,0.7886614,0.5492854,2,M,28.26435,-15.95541
821,Gabriel #5,Gabriel,0.6145386,1.057849,0.687696,0,L,30.3453,-16.32485
822,Otaviana #5,Otaviana,1.150047,0.9373196,1.010395,3,XL,31.59665,-15.76739
823,Janice #5,Janice,1.014408,0.8067824,0.6602761,2,L,32.72995,-16.35243
824,Nataly #5,Nataly,0.750586,1.096136,0.9018404,1,XL,33.82833,-16.42435
825,David #5,David,1.165771,1.035847,1.250849,4,XL,-33.58678,-14.66919
826,Mariana #5,Mariana,0.8974078,0.5952933,0.3180181,2,S,-32.45578,-14.58376
827,André #5,André,1.236546,0.5324228,0.3505288,4,S,-31.3973,-15.27147
828,Amanda #5,Amanda,1.134857,0.3846611,0.1679183,3,XS,-29.7005,-15.05866
829,Graciane #5,Graciane,1.177455,0.5651671,0.3760954,4,S,-28.93804,-15.31149
830,Juliane #5,Juliane,0.6563533,0.5902503,0.2286704,0,XS,-27.58386,-15.37536
831,Paulina #5,Paulina,1.129846,1.03245,1.204362,3,XL,-26.29111,-14.9542
832,Eloá #5,Eloá,1.159938,0.7878858,0.7200477,3,L,-24.62565,-14.93592
833,Laís #5,Laís,0.661159,0.6323643,0.2643873,0,S,-23.4463,-15.00645
834,Adriane #5,Adriane,1.233056,0.5121431,0.3234188,4,S,-22.63027,-14.77825
835,Júlia #6,Júlia,0.878068,1.048924,0.9660866,1,XL,-21.2342,-14.92592
836,Adalberto #6,Adalberto,0.8949496,0.8250424,0.6091876,2,M,-20.28148,-14.91446
837,Elton #6,Elton,1.155275,0.5877936,0.399149,3,S,-18.67737,-14.54205
838,Eloah #6,Eloah,1.077868,0.6606713,0.470475,3,M,-17.75485,-14.98377
839,Lucas #6,Lucas,0.9463298,0.7677781,0.5578455,2,M,-16.67611,-14.98131
840,Nathaly #6,Nathaly,1.188088,1.09886,1.43461,4,XL,-15.38367,-15.15716
841,Eduardo #6,Eduardo,0.8361449,0.9478046,0.751137,1,L,-14.10884,-15.08642
842,Marta #6,Marta,0.7419443,0.6002864,0.267355,1,S,-12.46302,-14.8586
843,Breno #6,Breno,1.221215,0.8049541,0.7912875,4,L,-10.95873,-15.34856
844,Otaviano #6,Otaviano,1.143348,0.9862825,1.112195,3,XL,-9.796718,-15.36119
845,Adelaide #6,Adelaide,1.081359,1.008815,1.100507,3,XL,-8.49745,-14.98869
846,Marcel #6,Marcel,1.295715,1.03981,1.400932,4,XL,-7.118588,-14.80245
847,Roger #6,Roger,0.6737502,0.5869755,0.2321341,0,XS,-5.751207,-15.13422
848,Mário #6,Mário,0.6767488,0.9927479,0.6669686,0,L,-4.618375,-15.10118
849,Michele #6,Michele,1.168913,0.5045302,0.2975477,4,S,-4.013267,-14.86726
850,Gustavo #6,Gustavo,0.9338679,0.9595627,0.8598686,2,XL,-2.61724,-15.0127
851,Jaime #6,Jaime,1.126137,1.050482,1.242707,3,XL,-1.679503,-15.40755
852,Rafael #6,Rafael,1.018985,0.4474673,0.2040284,2,XS,0.2400185,-14.8473
853,Eloi #6,Eloi,1.184709,1.053259,1.314262,4,XL,1.581032,-14.53323
854,Vinicius #6,Vinicius,0.7721071,0.8156136,0.5136253,1,M,2.348965,-15.07905
855,Jozé #6,Jozé,1.235044,0.6994002,0.6041348,4,M,3.558219,-14.58469
856,Adriano #6,Adriano,0.8150122,0.5032592,0.206418,1,XS,5.031763,-15.46359
857,Carlito #6,Carlito,1.096013,0.6625625,0.4811376,3,M,6.088711,-14.89675
858,Marcelo #6,Marcelo,1.023728,0.4307913,0.1899846,3,XS,7.661855,-14.61729
859,Martha #6,Martha,0.9434156,0.5709823,0.3075731,2,S,9.009685,-15.43735
860,Bernardo #6,Bernardo,1.192134,0.9480492,1.071487,4,XL,9.598998,-15.48835
861,Gabriela #6,Gabriela,0.9832132,0.6291885,0.3892327,2,S,11.28049,-15.32544
862,Marianne #6,Marianne,0.6140045,1.038694,0.6624401,0,L,12.15296,-15.29229
863,Plinio #6,Plinio,1.176795,0.9673657,1.101241,4,XL,13.97553,-15.46666
864,Josiane #6,Josiane,0.9477106,0.7165632,0.4866141,2,M,14.68014,-14.91957
865,Gisele #6,Gisele,0.8796239,0.4045417,0.143954,1,XS,16.13387,-15.2939
866,Aline #6,Aline,1.128496,0.4784711,0.2583517,3,S,17.04737,-14.73525
867,Miguel #6,Miguel,0.791259,1.062794,0.893751,1,XL,18.72618,-14.51939
868,Aleksandra #6,Aleksandra,1.191734,0.5861445,0.4094385,4,S,20.07504,-15.38175
869,Artur #6,Artur,0.8412291,0.5935274,0.2963438,1,S,21.11786,-14.53893
870,Ticiane #6,Ticiane,1.048495,0.6371866,0.425696,3,M,22.01641,-14.70626
871,Guido #6,Guido,0.7676447,0.4743173,0.1727023,1,XS,24.02926,-14.71046
872,Marlene #6,Marlene,0.8415067,0.8325288,0.5832519,1,M,24.88598,-15.47686
873,Natali #6,Natali,0.6595818,0.5090627,0.1709272,0,XS,26.41319,-14.68818
874,Jéssica #6,Jéssica,0.8835643,1.022885,0.9244682,2,XL,27.25666,-15.08932
875,Heloi #6,Heloi,0.809106,0.9313273,0.7017947,1,L,29.15133,-15.42832
876,Willian #6,Willian,0.9070718,0.504086,0.2304893,2,XS,29.86238,-14.96232
877,Miriam #6,Miriam,0.7685205,0.817246,0.5132879,1,M,31.43873,-15.29984
878,Alina #6,Alina,0.6697093,0.5377314,0.1936498,0,XS,32.93972,-15.45774
879,Lívia #6,Lívia,0.6123768,0.8048925,0.3967295,0,S,34.21661,-14.876
880,Petra #6,Petra,0.850254,0.5656394,0.272037,1,S,-33.83025,-13.60528
881,Gizeli #6,Gizeli,0.9936423,0.7061841,0.4955254,2,M,-32.1045,-13.58392
882,Marina #6,Marina,1.036185,0.9295202,0.8952718,3,XL,-31.03684,-13.79828
883,Vivian #6,Vivian,0.6279349,1.069171,0.7178091,0,L,-29.83766,-13.37503
884,Caique #6,Caique,0.9191102,1.0602,1.033103,2,XL,-28.89494,-14.18285
885,Severino #6,Severino,1.138031,0.5539361,0.3491994,3,S,-27.4512,-13.51228
886,Victoria #6,Victoria,1.257848,0.5137867,0.3320426,4,S,-25.82644,-13.38396
887,Erundina #6,Erundina,0.7676708,0.8270708,0.5251222,1,M,-24.70586,-13.43504
888,Carla #6,Carla,1.2484,0.835516,0.871492,4,XL,-24.19682,-14.20911
889,Juliete #6,Juliete,0.8421912,0.5647643,0.2686242,1,S,-22.49066,-13.26436
890,Alexa #6,Alexa,0.7937911,0.8813357,0.6165793,1,L,-20.83544,-13.77248
891,Marine #6,Marine,1.225891,0.5506491,0.3717079,4,S,-20.33974,-14.1076
892,Janaina #6,Janaina,0.9897105,0.4266199,0.1801318,2,XS,-18.66361,-14.17704
893,Sandro #6,Sandro,0.7645459,1.027611,0.8073478,1,L,-17.14462,-14.13407
894,Fúlvia #6,Fúlvia,1.096325,0.8710554,0.8318231,3,L,-16.04507,-13.87347
895,Plinia #6,Plinia,0.9706312,0.4012052,0.1562383,2,XS,-15.07345,-14.24781
896,George #6,George,1.278359,1.026699,1.347531,4,XL,-13.72457,-13.84275
897,Talita #6,Talita,1.232804,0.8274453,0.8440585,4,L,-12.47101,-14.05075
898,Matheus #6,Matheus,0.9047709,0.6459842,0.3775569,2,S,-10.95969,-14.17768
899,Enedina #6,Enedina,0.8289123,0.4313182,0.154207,1,XS,-9.656406,-13.54723
900,Augusta #6,Augusta,0.6178907,0.9424334,0.5487986,0,M,-8.940683,-14.07522
901,Rogério #6,Rogério,0.6241811,0.8992497,0.5047441,0,M,-7.420102,-14.22317
902,Rodrigo #6,Rodrigo,1.144096,1.054819,1.27297,3,XL,-6.418146,-13.58603
903,Manuela #6,Manuela,0.9861793,0.4756192,0.2230872,2,XS,-5.043833,-14.00261
904,Mariane #6,Mariane,0.788824,1.036907,0.8481249,1,L,-3.741563,-13.25406
905,Alana #6,Alana,1.098107,0.922168,0.9338235,3,XL,-2.761603,-13.31472
906,Janiana #6,Janiana,0.975034,0.6587355,0.4230988,2,S,-1.112429,-13.38436
907,Valéria #6,Valéria,0.676407,0.9438069,0.6025241,0,M,0.2889103,-13.61224
908,Hermeto #6,Hermeto,1.186899,0.3815569,0.1727955,4,XS,1.100973,-13.50168
909,Zilah #6,Zilah,1.104095,0.5612752,0.3478229,3,S,2.967645,-14.0021
910,Hélcio #6,Hélcio,0.8228064,0.7389948,0.4493456,1,M,3.879966,-13.28324
911,Guilherme #6,Guilherme,0.8027182,1.002815,0.8072439,1,L,5.14757,-13.94742
912,Eliane #6,Eliane,1.239279,0.7708977,0.7364827,4,L,6.552568,-13.83535
913,Maria #6,Maria,0.9939867,0.9903125,0.9748216,2,XL,7.991188,-13.97745
914,Elias #6,Elias,0.9799323,0.6493078,0.4131401,2,S,8.889017,-13.60259
915,Vitoria #6,Vitoria,0.6585261,0.8942635,0.526628,0,M,10.41767,-13.25579
916,Augusto #6,Augusto,0.7038369,0.8797473,0.5447383,0,M,11.57554,-13.70048
917,Daniel #6,Daniel,1.147282,0.8896531,0.9080536,3,XL,12.52726,-14.23202
918,Joana #6,Joana,1.261308,0.567584,0.4063323,4,S,13.92764,-14.03702
919,Daniela #6,Daniela,0.6861314,0.5755808,0.2273107,0,XS,15.14568,-13.57926
920,Andrea #6,Andrea,1.117694,0.621192,0.4312952,3,M,16.70239,-13.68376
921,Teresa #6,Teresa,1.286348,0.6494699,0.5425959,4,M,17.07492,-13.25923
922,Patricia #6,Patricia,0.6076819,0.4364668,0.1157654,0,XS,18.45555,-13.9039
923,Edivaldo #6,Edivaldo,1.028928,0.610568,0.3835774,3,S,19.6643,-13.64596
924,Diego #6,Diego,1.006651,0.8377413,0.7064781,2,L,21.56842,-13.6545
925,Paula #6,Paula,0.6276378,0.4505942,0.1274326,0,XS,22.52075,-14.0446
926,Brivaldo #6,Brivaldo,0.6109594,0.9449052,0.5454925,0,M,23.71992,-13.94769
927,Alexandre #6,Alexandre,0.7190096,0.9403115,0.635738,0,L,24.6495,-13.97888
928,Fúlvio #6,Fúlvio,1.109851,1.077158,1.287726,3,XL,26.65785,-13.50138
929,Marcela #6,Marcela,1.133307,0.6330332,0.4541513,3,M,27.01372,-13.47593
930,Amaury #6,Amaury,1.03342,0.9810321,0.9945878,3,XL,28.78855,-13.54659
931,Sandra #6,Sandra,0.9516073,0.5104355,0.2479359,2,XS,29.90522,-13.62551
932,Eliana #6,Eliana,0.6673667,0.4329938,0.1251203,0,XS,31.38205,-13.76271
933,Tito #6,Tito,0.9172549,0.4161268,0.1588332,2,XS,32.63126,-13.60849
934,Rogéria #6,Rogéria,1.169966,0.9178284,0.9855902,4,XL,33.80058,-14.05409
935,Thaysa #6,Thaysa,1.23304,0.9362848,1.080919,4,XL,-33.42924,-12.76724
936,Bruno #6,Bruno,1.250247,1.052793,1.38574,4,XL,-32.38226,-12.35552
937,Paulino #6,Paulino,0.8886688,0.6792864,0.4100584,2,S,-30.90783,-12.7705
938,Arthur #6,Arthur,1.035424,0.4119278,0.1756954,3,XS,-29.52367,-12.79528
939,Lilian #6,Lilian,0.9916496,0.9684893,0.9301391,2,XL,-28.54689,-12.1655
940,Leilani #6,Leilani,0.8655571,0.9887085,0.8461206,1,L,-27.79393,-12.90359
941,Adriana #6,Adriana,0.7023135,0.8567907,0.5155616,0,M,-25.9321,-12.32182
942,Maria #6,Maria,0.8359108,0.5717606,0.2732677,1,S,-24.56562,-12.98512
943,Ticiana #6,Ticiana,1.160596,0.9688236,1.089358,4,XL,-23.38027,-12.15345
944,Diogo #6,Diogo,0.6098063,0.6001648,0.2196509,0,XS,-22.22552,-12.43214
945,Liliane #6,Liliane,0.9943954,0.9277356,0.8558694,2,XL,-21.53789,-12.31944
946,Nicole #6,Nicole,0.7620008,0.6698385,0.3418972,1,S,-19.63474,-12.59112
947,Rafaela #6,Rafaela,0.65169,0.6871114,0.3076773,0,S,-19.16798,-12.00311
948,Heloá #6,Heloá,0.6307135,0.8955827,0.5058753,0,M,-17.18346,-12.94109
949,Mateus #6,Mateus,0.9965857,0.9015295,0.8099804,2,L,-16.6634,-12.73329
950,Eduarda #6,Eduarda,0.681575,1.05648,0.7607403,0,L,-15.19254,-12.85395
951,Everton #6,Everton,0.9369054,0.9756486,0.891831,2,XL,-13.82136,-12.19578
952,Sara #6,Sara,0.7222286,0.4734417,0.1618854,0,XS,-12.80929,-12.74629
953,Raphael #6,Raphael,0.6300055,0.4773773,0.1435714,0,XS,-11.47893,-12.38138
954,Iona #6,Iona,1.043324,0.7583629,0.6000306,3,M,-9.635018,-12.25639
955,João #6,João,1.157866,0.6744958,0.5267648,3,M,-8.64566,-12.08953
956,William #6,William,0.7290229,1.054993,0.8114105,0,L,-7.028993,-12.91524
957,Davi #6,Davi,0.6008899,0.9637884,0.5581595,0,M,-6.469998,-12.71034
958,Giselle #6,Giselle,0.753428,0.7455921,0.4188364,1,S,-5.048675,-12.37613
959,Sheila #6,Sheila,0.9172959,0.4275621,0.1676902,2,XS,-4.050731,-12.59586
960,Juliene #6,Juliene,1.281737,0.4239448,0.2303656,4,XS,-2.765735,-12.05594
961,Nivaldo #6,Nivaldo,0.7650858,0.9763766,0.7293649,1,L,-0.7959737,-12.09137
962,Vitória #6,Vitória,0.9115092,0.5224994,0.2488471,2,XS,-0.0744056,-12.95895
963,Mauricio #6,Mauricio,1.201555,0.6269548,0.4722982,4,M,1.219764,-12.29249
964,Giselle #6,Giselle,0.8346514,0.6658343,0.3700304,1,S,2.961731,-12.4562
965,Ana #6,Ana,1.199398,0.627592,0.4724089,4,M,4.052953,-12.6362
966,Anderson #6,Anderson,1.194844,1.028752,1.264541,4,XL,4.534532,-12.4649
967,Zilá #6,Zilá,1.078744,0.8459896,0.7720556,3,L,5.915344,-12.43274
968,Joaquim #6,Joaquim,0.8283644,0.7118059,0.4197055,1,S,7.769698,-12.26408
969,Tania #6,Tania,0.72233,0.8553993,0.5285346,0,M,8.924635,-12.64398
970,Caetano #6,Caetano,1.288425,0.4249112,0.2326245,4,XS,10.13975,-12.19664
971,José #6,José,0.869656,0.5520478,0.2650336,1,S,11.1803,-12.12381
972,Nicoli #6,Nicoli,0.6266024,0.9155446,0.5252318,0,M,12.28865,-12.94371
973,Julieta #6,Julieta,0.6730288,0.8519359,0.4884808,0,M,13.79786,-12.36997
974,Guilhermina #6,Guilhermina,0.7806571,1.006738,0.7912132,1,L,14.59429,-12.66521
975,Leona #6,Leona,1.155638,0.6816283,0.5369292,3,M,15.97471,-12.20219
976,Rômulo #6,Rômulo,0.6228005,0.9979997,0.6203114,0,L,17.71481,-12.60148
977,Victória #6,Victória,1.001306,0.9083698,0.8262137,2,L,18.78276,-12.32506
978,Uiara #6,Uiara,1.10565,0.816114,0.7364094,3,L,20.06034,-12.20609
979,Matias #6,Matias,1.092888,1.09971,1.321698,3,XL,21.72857,-12.38918
980,Etelvino #6,Etelvino,0.9295229,0.4940061,0.2268427,2,XS,22.4971,-12.05989
981,Elivelton #6,Elivelton,0.8509905,0.4585202,0.1789129,1,XS,23.71293,-12.32923
982,Mathias #6,Mathias,1.239089,0.4805588,0.2861511,4,S,24.97783,-12.69571
983,Juliana #6,Juliana,0.9961944,0.6246867,0.3887483,2,S,26.31225,-12.43546
984,Sheyla #6,Sheyla,1.186367,0.9862015,1.153853,4,XL,27.77078,-12.47311
985,André #6,André,0.9669004,0.4028773,0.1569377,2,XS,28.55289,-12.69584
986,Alexandra #6,Alexandra,0.7477387,0.8218716,0.5050772,1,M,29.83393,-12.50139
987,Thereza #6,Thereza,0.6665898,0.9228448,0.5676962,0,M,31.67591,-12.74152
988,Gabriel #6,Gabriel,1.224328,0.7280929,0.6490401,4,L,32.86404,-12.36457
989,Otaviana #6,Otaviana,1.245283,0.5849126,0.4260398,4,M,33.68925,-12.07648
990,Janice #6,Janice,0.8767787,0.4117113,0.1486194,1,XS,-33.76446,-11.31637
991,Nataly #6,Nataly,0.7792084,0.5444979,0.2310181,1,XS,-32.89105,-11.36749
992,David #6,David,0.6304255,1.096977,0.7586285,0,L,-30.79376,-10.88782
993,Mariana #6,Mariana,0.7601699,0.7052111,0.3780497,1,S,-30.41332,-11.31103
994,André #6,André,1.198812,0.5189156,0.3228083,4,S,-28.52095,-11.00515
995,Amanda #6,Amanda,1.142588,1.074312,1.318712,3,XL,-27.42436,-11.59097
996,Graciane #6,Graciane,0.7496305,0.5379326,0.2169217,1,XS,-26.33761,-11.66747
997,Juliane #6,Juliane,0.933058,1.047312,1.023436,2,XL,-24.8573,-11.19693
998,Paulina #6,Paulina,0.8818892,0.9900323,0.8643959,2,XL,-24.11851,-11.2699
999,Eloá #6,Eloá,0.9823644,1.005871,0.9939338,2,XL,-22.95185,-10.76741
1000,Laís #6,Laís,0.9533342,1.06502,1.081335,2,XL,-21.29485,-11.65067
1001,Adriane #6,Adriane,1.158398,0.4258839,0.2101069,3,XS,-20.47033,-11.30978
1002,Júlia #7,Júlia,0.8777483,0.6860522,0.4131277,1,S,-18.47002,-11.0211
1003,Adalberto #7,Adalberto,0.9888831,0.8799682,0.7657357,2,L,-17.85161,-11.31892
1004,Elton #7,Elton,0.9278823,0.6150842,0.3510444,2,S,-16.53013,-11.71334
1005,Eloah #7,Eloah,1.171256,0.3990208,0.1864845,4,XS,-14.59328,-11.63336
1006,Lucas #7,Lucas,0.8471695,0.6702844,0.3806173,1,S,-13.79052,-11.36845
1007,Nathaly #7,Nathaly,0.8241331,0.816737,0.5497457,1,M,-12.10726,-10.76382
1008,Eduardo #7,Eduardo,0.7013557,0.9174566,0.5903498,0,M,-11.50992,-10.92629
1009,Marta #7,Marta,0.9564215,0.722946,0.4998747,2,M,-10.13868,-11.59997
1010,Breno #7,Breno,0.7327765,1.079965,0.8546553,0,L,-8.564254,-11.69928
1011,Otaviano #7,Otaviano,0.702789,1.037941,0.7571304,0,L,-7.002481,-11.0417
1012,Adelaide #7,Adelaide,1.089213,0.8842991,0.8517481,3,L,-6.738303,-11.53027
1013,Marcel #7,Marcel,1.054576,0.3882679,0.1589793,3,XS,-5.333494,-11.27166
1014,Roger #7,Roger,0.631289,0.6237236,0.2455911,0,XS,-3.503773,-11.35546
1015,Mário #7,Mário,1.022973,0.8466486,0.7332811,3,L,-2.879974,-10.9598
1016,Michele #7,Michele,0.9726341,0.9515359,0.8806429,2,XL,-1.165899,-10.94092
1017,Gustavo #7,Gustavo,0.9180213,0.6137711,0.3458323,2,S,0.421903,-10.75791
1018,Jaime #7,Jaime,1.275629,0.4302861,0.2361778,4,XS,1.596981,-10.90609
1019,Rafael #7,Rafael,0.8384699,0.9963149,0.8323017,1,L,2.969802,-11.31071
1020,Eloi #7,Eloi,0.8839577,0.9208511,0.7495667,2,L,3.932671,-11.13023
1021,Vinicius #7,Vinicius,1.016418,0.8645664,0.7597469,2,L,4.836787,-11.61669
1022,Jozé #7,Jozé,1.005973,0.928452,0.8671719,2,XL,6.529011,-11.57933
1023,Adriano #7,Adriano,1.111061,1.076083,1.286559,3,XL,7.545783,-11.20844
1024,Carlito #7,Carlito,1.196504,1.024791,1.256563,4,XL,8.76839,-11.39696
1025,Marcelo #7,Marcelo,0.8307944,0.5156762,0.2209265,1,XS,9.753983,-11.37581
1026,Martha #7,Martha,1.144959,0.3941173,0.1778446,3,XS,11.00455,-11.17045
1027,Bernardo #7,Bernardo,0.7151518,0.6122721,0.2680941,0,S,12.13767,-11.56129
1028,Gabriela #7,Gabriela,0.8580924,0.6009933,0.3099369,1,S,14.23888,-10.89693
1029,Marianne #7,Marianne,1.275816,0.7401806,0.6989779,4,L,14.69532,-10.89067
1030,Plinio #7,Plinio,0.9199089,0.7045692,0.4566592,2,M,15.97912,-11.05742
1031,Josiane #7,Josiane,0.98197,0.9208888,0.8327461,2,L,17.262,-10.7516
1032,Gisele #7,Gisele,0.9668412,0.5999045,0.347952,2,S,19.24176,-11.30487
1033,Aline #7,Aline,0.836322,0.8240672,0.5679352,1,M,19.60958,-11.53279
